Лет опыта,Возраст,Увольнений в трудовой,Высших образований,Среднеспециальных образований,В браке,Должность,Повышенный оклад
31,51,0,0,1,Да,Оператор,Премия
9,36,0,1,0,Нет,Техник,Нет
0,27,1,0,0,Нет,Не нанят,Нет
25,47,1,0,1,Да,Не нанят,Нет
9,29,1,2,0,Нет,Техник,Нет
37,62,1,0,1,Да,Не нанят,Нет
8,33,1,0,1,Нет,Не нанят,Нет
25,54,0,0,0,Да,Не нанят,Нет
21,50,0,0,0,Да,Техник,Нет
2,24,0,1,0,Нет,Техник,Нет
14,38,0,0,1,Нет,Оператор,Нет
15,40,1,0,1,Да,Не нанят,Нет
31,51,0,1,0,Да,Мастер,Премия
20,45,0,1,0,Да,Начальник производства,Премия
21,47,1,0,1,Нет,Не нанят,Нет
0,26,0,0,1,Да,Техник,Нет
28,49,0,0,0,Да,Оператор,Нет
10,38,0,2,0,Нет,Мастер,Двойная премия
26,55,1,0,0,Да,Не нанят,Нет
19,39,0,1,0,Да,Технолог,Премия
27,53,1,2,0,Да,Техник,Нет
37,65,1,0,1,Да,Не нанят,Нет
20,43,0,2,0,Нет,Мастер,Двойная премия
38,62,0,0,0,Да,Оператор,Нет
17,37,0,0,1,Нет,Техник,Нет
4,32,0,0,1,Нет,Техник,Нет
0,26,0,1,0,Да,Техник,Нет
17,40,1,0,1,Нет,Не нанят,Нет
38,60,0,0,1,Да,Техник,Нет
10,38,0,0,1,Да,Техник,Нет
35,60,0,0,0,Да,Техник,Нет
1,25,0,0,1,Да,Техник,Нет
12,38,0,0,1,Нет,Техник,Нет
37,64,1,1,0,Да,Не нанят,Нет
29,52,1,0,1,Да,Не нанят,Нет
0,26,1,0,1,Нет,Не нанят,Нет
17,45,0,0,1,Да,Техник,Нет
7,27,0,0,1,Нет,Оператор,Нет
22,48,1,1,0,Да,Не нанят,Нет
5,25,1,0,1,Нет,Не нанят,Нет
24,53,0,0,1,Да,Техник,Нет
22,44,1,0,0,Нет,Не нанят,Нет
6,35,0,0,1,Нет,Техник,Нет
19,41,0,1,0,Да,Мастер,Двойная премия
26,48,0,0,0,Нет,Оператор,Нет
34,61,0,0,0,Да,Оператор,Нет
28,52,0,0,1,Да,Техник,Нет
27,51,0,1,0,Да,Мастер,Нет
14,40,0,0,1,Да,Оператор,Премия
33,57,0,2,0,Да,Мастер,Двойная премия
36,59,0,0,0,Да,Оператор,Нет
27,47,0,1,0,Нет,Мастер,Нет
5,25,0,1,0,Да,Техник,Нет
13,35,0,1,0,Нет,Мастер,Нет
4,25,1,0,1,Да,Не нанят,Нет
10,39,1,2,0,Да,Техник,Нет
14,34,1,0,0,Да,Не нанят,Нет
25,46,0,0,1,Да,Техник,Премия
8,30,0,0,1,Да,Оператор,Премия
14,41,0,1,0,Да,Мастер,Премия
7,28,0,0,1,Да,Техник,Нет
39,60,0,0,1,Да,Техник,Нет
3,28,0,0,1,Нет,Техник,Нет
15,44,1,0,1,Да,Не нанят,Нет
5,29,1,0,1,Нет,Не нанят,Нет
35,64,1,0,1,Да,Не нанят,Нет
0,25,0,1,0,Да,Техник,Нет
33,56,1,0,1,Да,Не нанят,Нет
23,48,0,0,1,Нет,Техник,Нет
27,53,0,0,1,Да,Техник,Нет
22,49,1,0,1,Нет,Не нанят,Нет
23,49,0,0,1,Да,Техник,Премия
18,42,0,1,0,Нет,Мастер,Нет
19,48,0,1,0,Нет,Мастер,Нет
1,25,0,0,1,Нет,Техник,Нет
22,43,0,0,1,Да,Оператор,Нет
22,48,0,0,1,Да,Техник,Нет
33,55,0,0,0,Да,Техник,Нет
4,28,0,0,1,Да,Техник,Нет
16,38,1,1,0,Нет,Не нанят,Нет
2,31,0,0,1,Нет,Оператор,Нет
7,31,0,1,0,Да,Мастер,Премия
33,58,0,1,0,Да,Мастер,Двойная премия
39,61,0,0,0,Да,Техник,Нет
5,27,1,0,1,Да,Не нанят,Нет
22,49,0,0,1,Да,Техник,Нет
2,25,0,0,0,Нет,Не нанят,Нет
27,50,1,0,1,Да,Не нанят,Нет
38,61,1,1,0,Да,Не нанят,Нет
11,36,0,1,0,Нет,Мастер,Нет
20,47,0,0,0,Нет,Оператор,Нет
38,65,1,0,0,Да,Не нанят,Нет
0,24,1,1,0,Нет,Не нанят,Нет
33,54,0,0,1,Да,Техник,Нет
38,60,0,1,0,Да,Начальник производства,Нет
1,30,1,0,0,Да,Не нанят,Нет
34,55,0,0,1,Да,Техник,Нет
31,57,0,1,0,Да,Мастер,Премия
1,21,1,0,1,Нет,Не нанят,Нет
1,29,1,1,0,Да,Не нанят,Нет
19,40,0,0,1,Да,Техник,Нет
22,43,0,0,0,Нет,Техник,Нет
0,22,0,0,1,Нет,Техник,Нет
25,48,0,1,0,Да,Начальник производства,Премия
13,40,0,0,0,Нет,Не нанят,Нет
16,42,0,1,0,Да,Мастер,Двойная премия
37,58,0,0,1,Да,Техник,Нет
12,36,0,0,1,Нет,Оператор,Нет
15,38,0,0,1,Да,Оператор,Премия
17,45,2,0,1,Нет,Не нанят,Нет
39,67,1,0,1,Да,Не нанят,Нет
38,61,0,0,0,Да,Техник,Нет
0,22,1,0,0,Да,Не нанят,Нет
28,57,0,0,1,Да,Техник,Премия
39,68,0,1,0,Да,Мастер,Премия
15,43,0,0,0,Да,Оператор,Нет
34,63,0,0,1,Да,Техник,Нет
9,31,0,0,1,Нет,Оператор,Нет
24,47,0,1,0,Нет,Мастер,Нет
24,44,1,1,0,Да,Не нанят,Нет
14,39,0,0,1,Нет,Оператор,Нет
8,34,2,0,1,Нет,Не нанят,Нет
8,34,0,0,1,Нет,Техник,Нет
10,33,0,0,1,Да,Оператор,Премия
8,34,1,0,1,Нет,Не нанят,Нет
12,36,1,0,1,Нет,Не нанят,Нет
19,39,0,0,1,Да,Оператор,Нет
39,66,0,0,1,Да,Техник,Нет
15,37,0,0,1,Нет,Оператор,Нет
10,30,0,1,0,Нет,Мастер,Нет
3,31,0,0,1,Нет,Техник,Нет
22,43,1,0,0,Да,Не нанят,Нет
20,41,0,1,0,Нет,Мастер,Нет
31,58,1,0,1,Да,Не нанят,Нет
36,60,1,0,1,Да,Не нанят,Нет
25,54,0,1,0,Да,Начальник производства,Премия
0,26,0,1,0,Да,Техник,Нет
31,55,1,0,0,Да,Не нанят,Нет
31,59,1,0,0,Да,Не нанят,Нет
38,65,0,0,1,Да,Техник,Нет
25,47,0,0,1,Нет,Оператор,Нет
18,41,0,1,0,Да,Технолог,Премия
12,33,1,1,0,Да,Не нанят,Нет
10,38,1,0,0,Нет,Не нанят,Нет
21,50,0,0,1,Да,Техник,Нет
38,63,0,1,0,Да,Начальник производства,Премия
13,33,1,0,1,Нет,Не нанят,Нет
11,37,1,0,1,Нет,Не нанят,Нет
27,50,0,0,1,Да,Техник,Премия
33,56,0,0,1,Да,Техник,Премия
28,51,0,0,0,Да,Техник,Нет
1,28,0,1,0,Нет,Техник,Нет
27,55,0,0,1,Да,Техник,Премия
31,56,1,0,1,Да,Не нанят,Нет
32,58,0,0,1,Да,Техник,Нет
9,34,0,0,0,Нет,Оператор,Нет
36,56,0,1,0,Да,Мастер,Нет
37,58,0,0,1,Да,Техник,Нет
4,28,1,1,0,Да,Не нанят,Нет
9,36,0,1,0,Нет,Техник,Нет
33,55,0,0,0,Да,Не нанят,Нет
9,29,0,1,0,Да,Техник,Нет
3,30,0,0,0,Да,Не нанят,Нет
37,59,0,1,0,Да,Начальник производства,Двойная премия
39,64,2,1,0,Да,Не нанят,Нет
27,52,1,0,1,Да,Не нанят,Нет
36,59,0,2,0,Да,Начальник производства,Премия
33,59,0,1,0,Да,Мастер,Нет
16,43,1,0,1,Да,Не нанят,Нет
27,56,0,0,1,Да,Оператор,Нет
32,55,0,0,1,Да,Техник,Премия
20,40,1,1,0,Да,Не нанят,Нет
4,29,0,0,1,Нет,Оператор,Нет
34,58,0,1,0,Да,Начальник производства,Нет
24,50,1,1,0,Нет,Не нанят,Нет
21,49,1,0,1,Да,Не нанят,Нет
15,43,1,0,0,Нет,Не нанят,Нет
19,39,2,0,1,Да,Не нанят,Нет
22,48,0,0,0,Нет,Техник,Нет
13,40,0,0,1,Да,Оператор,Премия
0,27,0,0,0,Нет,Не нанят,Нет
19,45,0,0,0,Нет,Не нанят,Нет
9,33,0,1,0,Нет,Техник,Нет
16,43,0,1,0,Нет,Мастер,Нет
35,56,0,1,0,Да,Мастер,Двойная премия
9,36,1,0,1,Да,Не нанят,Нет
24,49,1,0,1,Да,Не нанят,Нет
16,45,1,1,0,Нет,Не нанят,Нет
29,53,0,0,1,Да,Техник,Нет
4,32,0,0,1,Нет,Оператор,Нет
36,63,2,1,0,Да,Не нанят,Нет
31,60,1,0,1,Да,Не нанят,Нет
21,42,0,1,0,Нет,Мастер,Нет
13,38,1,0,0,Да,Не нанят,Нет
11,34,0,0,1,Нет,Техник,Нет
31,57,0,0,1,Да,Оператор,Премия
26,54,1,0,1,Да,Не нанят,Нет
10,33,1,0,1,Нет,Не нанят,Нет
27,56,0,1,0,Да,Мастер,Нет
29,49,0,0,0,Нет,Техник,Нет
20,46,0,0,0,Да,Техник,Нет
33,53,1,0,0,Да,Не нанят,Нет
28,55,0,0,1,Да,Техник,Нет
4,32,1,0,1,Нет,Не нанят,Нет
10,37,0,0,0,Нет,Техник,Нет
34,62,0,1,0,Да,Начальник производства,Двойная премия
16,41,1,0,1,Нет,Не нанят,Нет
21,41,1,0,1,Нет,Не нанят,Нет
19,45,0,0,1,Нет,Оператор,Нет
25,52,0,1,0,Да,Начальник производства,Двойная премия
31,52,0,1,0,Да,Мастер,Двойная премия
22,47,1,1,0,Да,Не нанят,Нет
2,26,0,0,0,Да,Не нанят,Нет
19,47,0,0,0,Нет,Техник,Нет
18,41,0,1,0,Нет,Мастер,Нет
27,48,0,2,0,Да,Мастер,Нет
31,52,0,0,1,Да,Техник,Премия
5,33,1,1,0,Нет,Не нанят,Нет
34,59,0,1,0,Да,Начальник производства,Двойная премия
12,39,0,0,1,Нет,Техник,Нет
4,32,0,0,0,Нет,Не нанят,Нет
30,59,0,0,0,Да,Техник,Нет
0,22,1,1,0,Да,Не нанят,Нет
13,33,0,1,0,Да,Технолог,Премия
16,42,0,1,0,Да,Технолог,Двойная премия
27,53,0,0,1,Да,Техник,Нет
7,34,0,0,1,Нет,Техник,Нет
16,42,0,1,0,Да,Мастер,Нет
18,46,0,1,0,Нет,Мастер,Нет
2,24,1,0,1,Нет,Не нанят,Нет
14,42,0,1,0,Да,Технолог,Двойная премия
19,43,0,0,0,Да,Техник,Нет
21,50,0,0,0,Нет,Оператор,Нет
11,36,0,0,1,Да,Техник,Нет
6,26,0,0,1,Да,Техник,Нет
9,30,0,0,1,Да,Техник,Нет
22,46,0,0,1,Да,Техник,Премия
39,59,0,0,1,Да,Техник,Премия
0,26,0,0,1,Да,Техник,Нет
33,53,0,1,0,Да,Начальник производства,Нет
24,46,0,1,0,Нет,Мастер,Нет
0,29,0,1,0,Нет,Техник,Нет
23,49,1,0,1,Да,Не нанят,Нет
1,21,1,1,0,Нет,Не нанят,Нет
8,31,0,1,0,Да,Мастер,Нет
34,57,0,0,1,Да,Техник,Премия
1,22,0,0,0,Нет,Не нанят,Нет
7,30,0,0,1,Да,Техник,Нет
26,46,2,0,0,Нет,Не нанят,Нет
33,54,1,0,1,Да,Не нанят,Нет
15,35,1,1,0,Да,Не нанят,Нет
4,30,0,0,1,Да,Оператор,Нет
25,52,0,0,1,Да,Оператор,Премия
9,33,0,0,1,Нет,Оператор,Нет
0,24,0,0,1,Да,Техник,Нет
0,22,0,0,1,Нет,Оператор,Нет
26,47,0,0,1,Да,Оператор,Нет
0,24,1,0,1,Да,Не нанят,Нет
9,31,1,0,0,Да,Не нанят,Нет
1,21,0,0,1,Нет,Техник,Нет
24,50,1,1,0,Нет,Не нанят,Нет
37,60,1,1,0,Да,Не нанят,Нет
39,59,0,2,0,Да,Мастер,Нет
14,34,0,0,1,Да,Техник,Нет
23,50,0,0,1,Нет,Техник,Нет
9,34,1,1,0,Нет,Не нанят,Нет
37,62,0,0,1,Да,Техник,Премия
28,51,0,0,1,Да,Техник,Нет
3,30,0,1,0,Да,Техник,Нет
13,42,1,0,1,Нет,Не нанят,Нет
11,31,1,0,1,Да,Не нанят,Нет
9,36,1,0,1,Нет,Не нанят,Нет
20,49,0,1,0,Нет,Мастер,Нет
25,53,0,1,0,Да,Мастер,Премия
23,45,0,0,0,Нет,Оператор,Нет
6,27,0,0,1,Нет,Оператор,Нет
14,38,0,0,1,Да,Техник,Нет
17,38,1,0,1,Да,Не нанят,Нет
36,56,2,0,1,Да,Не нанят,Нет
17,42,0,1,0,Да,Технолог,Нет
34,55,0,1,0,Да,Начальник производства,Двойная премия
14,43,0,0,1,Нет,Оператор,Нет
21,43,0,0,1,Нет,Оператор,Нет
6,32,0,0,1,Да,Техник,Нет
6,28,0,0,1,Да,Техник,Нет
25,50,0,0,1,Да,Оператор,Нет
14,37,0,0,1,Да,Оператор,Премия
25,51,0,0,1,Да,Техник,Нет
30,59,1,0,0,Да,Не нанят,Нет
13,33,0,0,1,Да,Оператор,Премия
25,52,0,0,0,Да,Оператор,Нет
9,30,0,0,1,Нет,Оператор,Нет
11,31,1,0,1,Нет,Не нанят,Нет
26,52,0,0,1,Да,Оператор,Нет
34,55,1,0,0,Да,Не нанят,Нет
14,36,0,0,0,Да,Не нанят,Нет
37,64,0,0,1,Да,Техник,Нет
9,31,0,0,1,Да,Техник,Нет
20,41,1,0,1,Да,Не нанят,Нет
6,29,0,1,0,Нет,Техник,Нет
9,38,1,0,0,Нет,Не нанят,Нет
11,34,0,0,1,Да,Оператор,Нет
0,29,1,0,0,Да,Не нанят,Нет
32,52,0,0,1,Да,Техник,Премия
14,38,0,1,0,Да,Технолог,Нет
20,49,0,0,1,Нет,Оператор,Нет
17,39,1,1,0,Нет,Не нанят,Нет
20,49,0,0,0,Нет,Оператор,Нет
6,27,0,0,1,Нет,Оператор,Нет
34,62,0,0,1,Да,Техник,Премия
25,48,1,0,1,Нет,Не нанят,Нет
12,33,0,0,1,Нет,Оператор,Нет
15,44,0,0,0,Нет,Не нанят,Нет
7,29,0,0,1,Нет,Техник,Нет
29,53,0,0,1,Да,Техник,Премия
5,28,0,1,0,Да,Техник,Нет
18,43,0,0,0,Да,Не нанят,Нет
32,53,0,0,1,Да,Оператор,Премия
36,56,0,0,1,Да,Техник,Премия
0,22,0,0,1,Нет,Техник,Нет
38,63,1,0,1,Да,Не нанят,Нет
16,44,0,1,0,Да,Мастер,Премия
5,25,0,0,1,Нет,Техник,Нет
1,21,0,1,0,Да,Техник,Нет
39,64,0,1,0,Да,Мастер,Двойная премия
18,44,0,0,1,Да,Оператор,Премия
32,57,1,1,0,Да,Не нанят,Нет
24,45,0,0,1,Нет,Оператор,Нет
34,63,1,0,1,Да,Не нанят,Нет
37,57,1,1,0,Да,Не нанят,Нет
39,62,0,1,0,Да,Начальник производства,Премия
8,31,0,1,0,Нет,Техник,Нет
22,51,1,0,1,Да,Не нанят,Нет
38,63,0,0,1,Да,Техник,Премия
25,45,0,0,0,Да,Оператор,Нет
12,37,0,0,1,Да,Техник,Премия
22,48,0,1,0,Да,Мастер,Двойная премия
9,35,1,0,1,Да,Не нанят,Нет
32,53,1,0,1,Да,Не нанят,Нет
33,58,2,1,0,Да,Не нанят,Нет
30,58,0,1,0,Да,Мастер,Двойная премия
28,49,0,0,1,Да,Техник,Премия
26,53,0,0,1,Да,Техник,Премия
16,45,0,0,1,Да,Техник,Нет
3,24,0,2,0,Да,Техник,Нет
26,55,1,0,1,Да,Не нанят,Нет
6,28,0,0,1,Нет,Оператор,Нет
19,43,1,0,1,Да,Не нанят,Нет
2,30,1,1,0,Да,Не нанят,Нет
31,57,0,1,0,Да,Мастер,Нет
36,64,1,1,0,Да,Не нанят,Нет
26,54,0,1,0,Да,Мастер,Премия
6,26,0,0,1,Нет,Техник,Нет
14,36,1,1,0,Да,Не нанят,Нет
36,59,0,0,0,Да,Оператор,Нет
9,33,1,1,0,Да,Не нанят,Нет
27,54,0,0,1,Да,Техник,Премия
18,46,0,0,1,Нет,Техник,Нет
23,49,1,0,1,Нет,Не нанят,Нет
21,44,1,0,1,Нет,Не нанят,Нет
4,30,0,0,1,Нет,Оператор,Нет
15,38,0,0,1,Нет,Оператор,Нет
19,43,1,1,0,Нет,Не нанят,Нет
36,60,0,0,1,Да,Техник,Нет
0,24,0,0,1,Нет,Оператор,Нет
23,52,1,0,1,Да,Не нанят,Нет
16,44,0,1,0,Нет,Мастер,Нет
14,38,1,0,0,Да,Не нанят,Нет
5,31,0,1,0,Нет,Техник,Нет
37,61,0,0,1,Да,Техник,Премия
21,43,0,0,0,Нет,Не нанят,Нет
15,42,1,1,0,Да,Не нанят,Нет
21,42,1,0,1,Да,Не нанят,Нет
9,29,0,0,0,Нет,Оператор,Нет
36,56,1,0,1,Да,Не нанят,Нет
0,23,1,0,1,Нет,Не нанят,Нет
7,34,0,0,1,Нет,Техник,Нет
22,43,0,0,0,Нет,Техник,Нет
21,43,1,0,0,Да,Не нанят,Нет
1,23,0,0,1,Да,Техник,Нет
25,48,0,0,1,Да,Техник,Нет
32,60,1,0,1,Да,Не нанят,Нет
27,56,1,0,1,Да,Не нанят,Нет
22,44,1,1,0,Нет,Не нанят,Нет
6,29,0,0,1,Нет,Оператор,Нет
2,28,0,0,1,Нет,Оператор,Нет
16,42,1,0,1,Нет,Не нанят,Нет
0,25,0,0,0,Да,Не нанят,Нет
32,57,1,1,0,Да,Не нанят,Нет
17,43,1,2,0,Нет,Техник,Нет
7,35,0,1,0,Да,Техник,Нет
0,20,0,1,0,Нет,Техник,Нет
35,63,0,0,1,Да,Техник,Нет
17,38,0,1,0,Нет,Мастер,Нет
27,51,1,0,0,Да,Не нанят,Нет
18,42,1,1,0,Нет,Не нанят,Нет
12,40,0,0,1,Нет,Оператор,Нет
25,50,0,1,0,Нет,Мастер,Нет
20,46,0,0,1,Да,Техник,Нет
34,61,1,0,1,Да,Не нанят,Нет
30,54,0,0,1,Да,Оператор,Нет
26,55,1,0,1,Да,Не нанят,Нет
7,27,1,1,0,Нет,Не нанят,Нет
16,37,0,1,0,Нет,Мастер,Нет
39,60,1,0,1,Да,Не нанят,Нет
17,37,1,0,0,Нет,Не нанят,Нет
18,38,2,0,1,Да,Не нанят,Нет
34,63,0,1,0,Да,Начальник производства,Двойная премия
5,32,1,0,0,Нет,Не нанят,Нет
32,55,0,1,0,Да,Начальник производства,Двойная премия
6,27,0,0,1,Нет,Оператор,Нет
0,28,0,0,1,Нет,Техник,Нет
21,41,0,0,0,Да,Техник,Нет
16,41,0,1,0,Да,Технолог,Двойная премия
25,47,0,2,0,Да,Начальник производства,Нет
33,57,0,0,1,Да,Техник,Премия
17,45,2,1,0,Нет,Не нанят,Нет
3,30,1,1,0,Нет,Не нанят,Нет
25,51,0,1,0,Да,Начальник производства,Двойная премия
11,39,1,0,1,Нет,Не нанят,Нет
18,46,0,1,0,Да,Мастер,Премия
5,28,1,0,0,Нет,Не нанят,Нет
19,48,1,0,1,Нет,Не нанят,Нет
8,35,0,0,1,Да,Оператор,Нет
28,55,0,0,1,Да,Техник,Нет
0,28,1,0,1,Да,Не нанят,Нет
17,41,0,1,0,Нет,Мастер,Нет
15,41,0,0,1,Да,Техник,Премия
27,49,0,0,1,Нет,Оператор,Нет
24,49,0,0,1,Нет,Оператор,Нет
9,32,1,0,1,Да,Не нанят,Нет
35,60,0,0,1,Да,Техник,Нет
17,41,0,0,1,Нет,Техник,Нет
7,29,1,0,1,Нет,Не нанят,Нет
1,22,1,0,0,Нет,Не нанят,Нет
9,37,0,0,1,Нет,Оператор,Нет
12,37,1,1,0,Да,Не нанят,Нет
7,28,1,1,0,Нет,Не нанят,Нет
35,59,1,0,1,Да,Не нанят,Нет
25,54,0,0,1,Да,Техник,Премия
35,61,0,0,0,Да,Оператор,Нет
26,53,0,0,1,Да,Техник,Премия
36,59,2,0,1,Да,Не нанят,Нет
34,63,0,0,1,Да,Техник,Нет
38,66,0,0,0,Да,Техник,Нет
35,60,0,0,1,Да,Техник,Нет
4,25,0,0,1,Нет,Техник,Нет
16,44,0,0,0,Нет,Оператор,Нет
10,30,0,0,1,Да,Оператор,Нет
12,32,0,0,1,Да,Техник,Премия
17,41,0,0,0,Нет,Не нанят,Нет
29,53,0,0,1,Да,Техник,Нет
25,49,1,0,1,Да,Не нанят,Нет
25,50,0,1,0,Нет,Мастер,Нет
24,47,1,0,1,Да,Не нанят,Нет
35,58,0,0,0,Да,Техник,Нет
19,41,0,0,1,Нет,Оператор,Нет
14,40,0,0,0,Да,Техник,Нет
30,56,1,0,0,Да,Не нанят,Нет
12,41,0,0,0,Да,Не нанят,Нет
35,64,0,1,0,Да,Начальник производства,Двойная премия
34,58,0,0,1,Да,Техник,Премия
35,59,0,0,0,Да,Техник,Нет
36,62,0,1,0,Да,Начальник производства,Двойная премия
24,44,1,0,1,Да,Не нанят,Нет
16,45,0,1,0,Да,Технолог,Двойная премия
33,62,1,0,1,Да,Не нанят,Нет
28,54,0,0,0,Да,Техник,Нет
12,34,0,0,1,Нет,Техник,Нет
34,60,0,1,0,Да,Мастер,Нет
15,37,0,0,0,Да,Не нанят,Нет
15,36,1,1,0,Нет,Не нанят,Нет
17,40,0,0,1,Нет,Техник,Нет
21,44,1,0,1,Нет,Не нанят,Нет
20,41,0,1,0,Да,Мастер,Двойная премия
21,48,0,0,1,Да,Техник,Нет
7,32,1,0,1,Да,Не нанят,Нет
7,35,0,1,0,Да,Техник,Нет
4,33,2,0,1,Нет,Не нанят,Нет
29,57,1,0,1,Да,Не нанят,Нет
9,35,0,0,1,Нет,Оператор,Нет
35,62,2,0,1,Да,Не нанят,Нет
11,31,1,0,1,Да,Не нанят,Нет
21,48,0,0,0,Нет,Оператор,Нет
29,57,0,0,1,Да,Оператор,Нет
20,44,0,0,1,Да,Техник,Премия
1,24,0,0,1,Да,Оператор,Нет
4,28,0,0,1,Да,Техник,Нет
11,40,0,0,1,Нет,Техник,Нет
34,57,0,0,1,Да,Техник,Нет
21,41,1,1,0,Нет,Не нанят,Нет
24,50,0,0,1,Нет,Техник,Нет
21,44,0,1,0,Да,Начальник производства,Двойная премия
4,29,0,0,1,Нет,Техник,Нет
20,46,0,0,1,Нет,Оператор,Нет
35,59,0,0,1,Да,Техник,Нет
39,63,0,2,0,Да,Начальник производства,Двойная премия
25,50,1,0,1,Нет,Не нанят,Нет
18,41,1,1,0,Нет,Не нанят,Нет
21,50,0,0,1,Да,Техник,Нет
35,58,0,0,1,Да,Техник,Нет
35,63,0,1,0,Да,Мастер,Премия
26,55,0,0,1,Да,Техник,Премия
30,56,0,0,1,Да,Техник,Нет
31,53,0,0,1,Да,Техник,Премия
0,20,1,0,1,Нет,Не нанят,Нет
5,32,0,0,1,Нет,Техник,Нет
4,31,1,0,1,Да,Не нанят,Нет
25,45,0,0,1,Да,Оператор,Нет
5,29,0,1,0,Нет,Техник,Нет
4,28,0,0,0,Нет,Не нанят,Нет
20,45,0,0,0,Да,Оператор,Нет
29,56,0,0,0,Да,Оператор,Нет
12,41,1,1,0,Нет,Не нанят,Нет
5,31,0,2,0,Да,Мастер,Премия
6,32,0,1,0,Да,Техник,Премия
17,37,1,0,1,Нет,Не нанят,Нет
13,33,0,0,1,Да,Оператор,Премия
19,47,0,0,1,Да,Техник,Нет
14,42,1,0,0,Да,Не нанят,Нет
28,54,1,0,1,Да,Не нанят,Нет
13,33,0,0,1,Нет,Оператор,Нет
17,37,0,1,0,Нет,Мастер,Нет
11,34,0,0,1,Да,Техник,Нет
33,55,1,0,0,Да,Не нанят,Нет
21,50,0,0,1,Да,Оператор,Премия
15,44,1,2,0,Нет,Техник,Нет
31,60,1,0,0,Да,Не нанят,Нет
26,53,0,0,1,Да,Техник,Нет
4,25,0,0,0,Да,Не нанят,Нет
39,59,1,0,1,Да,Не нанят,Нет
8,28,0,0,1,Да,Техник,Премия
7,33,0,0,1,Да,Техник,Премия
11,35,0,0,1,Да,Техник,Нет
8,28,0,1,0,Да,Мастер,Премия
30,50,1,1,0,Да,Не нанят,Нет
32,54,2,1,0,Да,Не нанят,Нет
35,60,1,0,1,Да,Не нанят,Нет
13,36,1,1,0,Да,Не нанят,Нет
28,54,0,1,0,Да,Начальник производства,Двойная премия
27,51,1,1,0,Да,Не нанят,Нет
39,67,0,0,1,Да,Оператор,Нет
1,26,0,1,0,Нет,Техник,Нет
13,37,0,0,1,Да,Техник,Премия
17,42,0,0,1,Да,Оператор,Премия
30,52,0,2,0,Да,Начальник производства,Премия
23,48,0,0,1,Нет,Оператор,Нет
22,50,2,0,1,Нет,Не нанят,Нет
0,21,1,1,0,Нет,Не нанят,Нет
2,31,0,1,0,Нет,Техник,Нет
38,66,0,0,1,Да,Оператор,Премия
7,34,0,0,0,Нет,Не нанят,Нет
14,39,0,0,1,Да,Оператор,Премия
34,56,2,0,0,Да,Не нанят,Нет
2,24,0,0,1,Нет,Оператор,Нет
4,33,1,2,0,Да,Техник,Нет
21,41,0,1,0,Да,Мастер,Премия
3,32,1,0,1,Да,Не нанят,Нет
29,53,0,0,0,Да,Техник,Нет
6,35,0,0,1,Нет,Техник,Нет
17,45,0,0,0,Нет,Техник,Нет
32,58,1,0,1,Да,Не нанят,Нет
11,39,0,0,1,Нет,Техник,Нет
29,52,1,1,0,Да,Не нанят,Нет
7,32,1,0,1,Да,Не нанят,Нет
16,45,0,1,0,Нет,Мастер,Нет
16,42,0,1,0,Нет,Мастер,Нет
28,55,0,0,0,Да,Техник,Нет
4,32,0,1,0,Да,Техник,Нет
1,27,0,0,1,Да,Техник,Нет
5,26,1,0,0,Нет,Не нанят,Нет
1,27,2,0,1,Да,Не нанят,Нет
35,60,1,0,1,Да,Не нанят,Нет
23,51,1,0,1,Да,Не нанят,Нет
30,54,0,0,1,Да,Техник,Нет
20,46,1,0,1,Нет,Не нанят,Нет
7,34,1,0,1,Нет,Не нанят,Нет
35,64,1,1,0,Да,Не нанят,Нет
38,66,0,0,1,Да,Техник,Нет
8,35,1,0,0,Да,Не нанят,Нет
25,46,0,0,1,Нет,Техник,Нет
12,38,0,0,1,Да,Техник,Нет
18,47,0,1,0,Нет,Мастер,Нет
22,49,1,0,1,Нет,Не нанят,Нет
13,40,0,0,1,Нет,Оператор,Нет
7,33,0,1,0,Да,Техник,Нет
4,24,0,0,1,Нет,Техник,Нет
9,37,0,0,1,Нет,Техник,Нет
14,40,1,0,1,Нет,Не нанят,Нет
19,39,0,0,1,Нет,Оператор,Нет
25,50,0,0,1,Да,Оператор,Нет
4,31,1,0,1,Да,Не нанят,Нет
32,52,0,1,0,Да,Начальник производства,Премия
4,24,1,1,0,Нет,Не нанят,Нет
2,28,0,0,1,Да,Техник,Нет
19,46,0,1,0,Нет,Мастер,Нет
6,29,0,0,0,Да,Оператор,Нет
23,51,1,0,1,Да,Не нанят,Нет
19,39,0,0,1,Да,Техник,Нет
9,38,0,2,0,Да,Мастер,Нет
30,52,0,0,1,Да,Техник,Нет
4,26,0,1,0,Да,Техник,Нет
9,36,0,0,1,Нет,Оператор,Нет
0,22,0,0,1,Нет,Оператор,Нет
8,33,0,0,0,Да,Не нанят,Нет
34,54,0,0,1,Да,Техник,Премия
35,56,0,0,1,Да,Техник,Нет
13,37,0,0,0,Нет,Техник,Нет
0,25,2,0,1,Нет,Не нанят,Нет
24,50,1,0,1,Да,Не нанят,Нет
5,28,0,0,0,Да,Оператор,Нет
24,50,1,0,1,Да,Не нанят,Нет
21,45,1,1,0,Нет,Не нанят,Нет
34,56,0,0,0,Да,Техник,Нет
1,21,1,1,0,Да,Не нанят,Нет
24,47,0,0,1,Да,Техник,Нет
